scenario_id,month,local_seed,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta
heterogeneity_gp_re_increased_perm_2,2025-10,9,guarded_blend,order_blend_50,23.0,-3.0,2
heterogeneity_gp_re_increased_perm_2,2025-10,10,guarded_blend,order_blend_50,73.0,0.0,4
heterogeneity_gp_re_increased_perm_2,2025-10,11,guarded_blend,order_blend_50,132.0,37.0,6
heterogeneity_gp_re_increased_perm_2,2025-10,12,guarded_blend,order_blend_50,147.0,29.0,10
heterogeneity_gp_re_increased_perm_2,2025-10,13,guarded_blend,order_blend_50,40.0,-18.0,4
heterogeneity_gp_re_increased_perm_2,2025-10,14,guarded_blend,order_blend_50,20.0,0.0,2
heterogeneity_gp_re_increased_perm_2,2025-10,15,guarded_blend,order_blend_50,9.0,-11.0,2
heterogeneity_gp_re_increased_perm_2,2025-10,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-10,17,guarded_blend,order_blend_50,66.0,-39.0,8
heterogeneity_gp_re_increased_perm_2,2025-10,18,guarded_blend,order_blend_50,77.0,-1.0,6
heterogeneity_gp_re_increased_perm_2,2025-10,19,guarded_blend,order_blend_50,27.0,2.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,0,guarded_blend,order_blend_50,67.0,-9.0,6
heterogeneity_gp_re_increased_perm_2,2025-11,1,guarded_blend,order_blend_50,39.0,-6.0,4
heterogeneity_gp_re_increased_perm_2,2025-11,2,guarded_blend,order_blend_50,45.0,10.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-11,4,guarded_blend,order_blend_50,24.0,-1.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,5,guarded_blend,order_blend_50,25.0,0.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,6,guarded_blend,order_blend_50,49.0,4.0,4
heterogeneity_gp_re_increased_perm_2,2025-11,7,guarded_blend,order_blend_50,23.0,-4.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,8,guarded_blend,order_blend_50,22.0,0.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,9,guarded_blend,order_blend_50,2.0,2.0,0
heterogeneity_gp_re_increased_perm_2,2025-11,10,guarded_blend,order_blend_50,92.0,3.0,8
heterogeneity_gp_re_increased_perm_2,2025-11,11,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-11,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-11,13,guarded_blend,order_blend_50,80.0,19.0,6
heterogeneity_gp_re_increased_perm_2,2025-11,14,guarded_blend,order_blend_50,34.0,-5.0,2
heterogeneity_gp_re_increased_perm_2,2025-11,15,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-11,16,guarded_blend,order_blend_50,63.0,15.0,4
heterogeneity_gp_re_increased_perm_2,2025-11,17,guarded_blend,order_blend_50,50.0,-11.0,4
heterogeneity_gp_re_increased_perm_2,2025-11,18,guarded_blend,order_blend_50,35.0,-64.0,4
heterogeneity_gp_re_increased_perm_2,2025-11,19,guarded_blend,order_blend_50,77.0,11.0,6
heterogeneity_gp_re_increased_perm_2,2025-12,0,guarded_blend,order_blend_50,0.0,-95.0,6
heterogeneity_gp_re_increased_perm_2,2025-12,1,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,2,guarded_blend,order_blend_50,72.0,0.0,6
heterogeneity_gp_re_increased_perm_2,2025-12,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,4,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,5,guarded_blend,order_blend_50,78.0,-20.0,8
heterogeneity_gp_re_increased_perm_2,2025-12,6,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,7,guarded_blend,order_blend_50,2.0,1.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,8,guarded_blend,order_blend_50,142.0,12.0,4
heterogeneity_gp_re_increased_perm_2,2025-12,9,guarded_blend,order_blend_50,19.0,-78.0,4
heterogeneity_gp_re_increased_perm_2,2025-12,10,guarded_blend,order_blend_50,79.0,-2.0,10
heterogeneity_gp_re_increased_perm_2,2025-12,11,guarded_blend,order_blend_50,47.0,0.0,4
heterogeneity_gp_re_increased_perm_2,2025-12,12,guarded_blend,order_blend_50,44.0,-22.0,4
heterogeneity_gp_re_increased_perm_2,2025-12,13,guarded_blend,order_blend_50,10.0,1.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,14,guarded_blend,order_blend_50,141.0,6.0,10
heterogeneity_gp_re_increased_perm_2,2025-12,15,guarded_blend,order_blend_50,5.0,-64.0,6
heterogeneity_gp_re_increased_perm_2,2025-12,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2025-12,17,guarded_blend,order_blend_50,125.0,34.0,12
heterogeneity_gp_re_increased_perm_2,2025-12,18,guarded_blend,order_blend_50,18.0,0.0,2
heterogeneity_gp_re_increased_perm_2,2025-12,19,guarded_blend,order_blend_50,65.0,-24.0,4
heterogeneity_gp_re_increased_perm_2,2026-01,0,guarded_blend,order_blend_50,0.0,-13.0,2
heterogeneity_gp_re_increased_perm_2,2026-01,1,guarded_blend,order_blend_50,58.0,-22.0,4
heterogeneity_gp_re_increased_perm_2,2026-01,2,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-01,3,guarded_blend,order_blend_50,27.0,-16.0,2
heterogeneity_gp_re_increased_perm_2,2026-01,4,guarded_blend,order_blend_50,-40.0,-75.0,0
heterogeneity_gp_re_increased_perm_2,2026-01,5,guarded_blend,order_blend_50,0.0,2.0,0
heterogeneity_gp_re_increased_perm_2,2026-01,6,guarded_blend,order_blend_50,179.0,53.0,6
heterogeneity_gp_re_increased_perm_2,2026-01,7,guarded_blend,order_blend_50,66.0,59.0,10
heterogeneity_gp_re_increased_perm_2,2026-01,8,guarded_blend,order_blend_50,221.0,81.0,10
heterogeneity_gp_re_increased_perm_2,2026-01,9,guarded_blend,order_blend_50,65.0,0.0,6
heterogeneity_gp_re_increased_perm_2,2026-01,10,guarded_blend,order_blend_50,86.0,43.0,4
heterogeneity_gp_re_increased_perm_2,2026-01,11,guarded_blend,order_blend_50,0.0,-118.0,4
heterogeneity_gp_re_increased_perm_2,2026-01,12,guarded_blend,order_blend_50,152.0,-26.0,10
heterogeneity_gp_re_increased_perm_2,2026-01,13,guarded_blend,order_blend_50,85.0,25.0,2
heterogeneity_gp_re_increased_perm_2,2026-01,14,guarded_blend,order_blend_50,57.0,18.0,2
heterogeneity_gp_re_increased_perm_2,2026-01,15,guarded_blend,order_blend_50,249.0,8.0,18
heterogeneity_gp_re_increased_perm_2,2026-01,16,guarded_blend,order_blend_50,126.0,30.0,4
heterogeneity_gp_re_increased_perm_2,2026-01,17,guarded_blend,order_blend_50,19.0,-10.0,2
heterogeneity_gp_re_increased_perm_2,2026-01,18,guarded_blend,order_blend_50,197.0,-14.0,12
heterogeneity_gp_re_increased_perm_2,2026-01,19,guarded_blend,order_blend_50,21.0,10.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,0,guarded_blend,order_blend_50,-4.0,-4.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,1,guarded_blend,order_blend_50,21.0,2.0,2
heterogeneity_gp_re_increased_perm_2,2026-02,2,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,4,guarded_blend,order_blend_50,58.0,2.0,6
heterogeneity_gp_re_increased_perm_2,2026-02,5,guarded_blend,order_blend_50,71.0,-8.0,6
heterogeneity_gp_re_increased_perm_2,2026-02,6,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,7,guarded_blend,order_blend_50,75.0,-5.0,6
heterogeneity_gp_re_increased_perm_2,2026-02,8,guarded_blend,order_blend_50,71.0,-28.0,8
heterogeneity_gp_re_increased_perm_2,2026-02,9,guarded_blend,order_blend_50,34.0,0.0,4
heterogeneity_gp_re_increased_perm_2,2026-02,10,guarded_blend,order_blend_50,14.0,-16.0,2
heterogeneity_gp_re_increased_perm_2,2026-02,11,guarded_blend,order_blend_50,140.0,26.0,12
heterogeneity_gp_re_increased_perm_2,2026-02,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,13,guarded_blend,order_blend_50,24.0,27.0,2
heterogeneity_gp_re_increased_perm_2,2026-02,14,guarded_blend,order_blend_50,6.0,-24.0,2
heterogeneity_gp_re_increased_perm_2,2026-02,15,guarded_blend,order_blend_50,-4.0,-101.0,6
heterogeneity_gp_re_increased_perm_2,2026-02,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,17,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-02,18,guarded_blend,order_blend_50,121.0,54.0,11
heterogeneity_gp_re_increased_perm_2,2026-02,19,guarded_blend,order_blend_50,93.0,46.0,6
heterogeneity_gp_re_increased_perm_2,2026-03,0,guarded_blend,order_blend_50,12.0,-44.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,1,guarded_blend,order_blend_50,40.0,3.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,2,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-03,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-03,4,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-03,5,guarded_blend,order_blend_50,38.0,-15.0,4
heterogeneity_gp_re_increased_perm_2,2026-03,6,guarded_blend,order_blend_50,22.0,35.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,7,guarded_blend,order_blend_50,64.0,0.0,6
heterogeneity_gp_re_increased_perm_2,2026-03,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-03,9,guarded_blend,order_blend_50,25.0,26.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,10,guarded_blend,order_blend_50,17.0,0.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,11,guarded_blend,order_blend_50,127.0,12.0,10
heterogeneity_gp_re_increased_perm_2,2026-03,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-03,13,guarded_blend,order_blend_50,1.0,1.0,0
heterogeneity_gp_re_increased_perm_2,2026-03,14,guarded_blend,order_blend_50,75.0,-32.0,6
heterogeneity_gp_re_increased_perm_2,2026-03,15,guarded_blend,order_blend_50,26.0,11.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,16,guarded_blend,order_blend_50,19.0,1.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,17,guarded_blend,order_blend_50,14.0,12.0,2
heterogeneity_gp_re_increased_perm_2,2026-03,18,guarded_blend,order_blend_50,87.0,-5.0,6
heterogeneity_gp_re_increased_perm_2,2026-03,19,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,0,guarded_blend,order_blend_50,19.0,10.0,2
heterogeneity_gp_re_increased_perm_2,2026-04,1,guarded_blend,order_blend_50,15.0,-6.0,2
heterogeneity_gp_re_increased_perm_2,2026-04,2,guarded_blend,order_blend_50,125.0,13.0,10
heterogeneity_gp_re_increased_perm_2,2026-04,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,4,guarded_blend,order_blend_50,80.0,-34.0,10
heterogeneity_gp_re_increased_perm_2,2026-04,5,guarded_blend,order_blend_50,159.0,61.0,4
heterogeneity_gp_re_increased_perm_2,2026-04,6,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,7,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,9,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,10,guarded_blend,order_blend_50,131.0,53.0,6
heterogeneity_gp_re_increased_perm_2,2026-04,11,guarded_blend,order_blend_50,37.0,2.0,4
heterogeneity_gp_re_increased_perm_2,2026-04,12,guarded_blend,order_blend_50,1.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,13,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,14,guarded_blend,order_blend_50,40.0,-3.0,4
heterogeneity_gp_re_increased_perm_2,2026-04,15,guarded_blend,order_blend_50,62.0,41.0,10
heterogeneity_gp_re_increased_perm_2,2026-04,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,17,guarded_blend,order_blend_50,1.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-04,18,guarded_blend,order_blend_50,71.0,-23.0,6
heterogeneity_gp_re_increased_perm_2,2026-04,19,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-05,0,guarded_blend,order_blend_50,122.0,40.0,4
heterogeneity_gp_re_increased_perm_2,2026-05,1,guarded_blend,order_blend_50,69.0,22.0,8
heterogeneity_gp_re_increased_perm_2,2026-05,2,guarded_blend,order_blend_50,131.0,38.0,10
heterogeneity_gp_re_increased_perm_2,2026-05,3,guarded_blend,order_blend_50,-33.0,-142.0,4
heterogeneity_gp_re_increased_perm_2,2026-05,4,guarded_blend,order_blend_50,61.0,-8.0,4
heterogeneity_gp_re_increased_perm_2,2026-05,5,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-05,6,guarded_blend,order_blend_50,96.0,-64.0,10
heterogeneity_gp_re_increased_perm_2,2026-05,7,guarded_blend,order_blend_50,18.0,-14.0,2
heterogeneity_gp_re_increased_perm_2,2026-05,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-05,9,guarded_blend,order_blend_50,40.0,16.0,4
heterogeneity_gp_re_increased_perm_2,2026-05,10,guarded_blend,order_blend_50,117.0,23.0,12
heterogeneity_gp_re_increased_perm_2,2026-05,11,guarded_blend,order_blend_50,194.0,-31.0,12
heterogeneity_gp_re_increased_perm_2,2026-05,12,guarded_blend,order_blend_50,205.0,25.0,14
heterogeneity_gp_re_increased_perm_2,2026-05,13,guarded_blend,order_blend_50,-7.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-05,14,guarded_blend,order_blend_50,62.0,9.0,6
heterogeneity_gp_re_increased_perm_2,2026-05,15,guarded_blend,order_blend_50,128.0,-72.0,8
heterogeneity_gp_re_increased_perm_2,2026-05,16,guarded_blend,order_blend_50,10.0,-43.0,6
heterogeneity_gp_re_increased_perm_2,2026-05,17,guarded_blend,order_blend_50,207.0,16.0,14
heterogeneity_gp_re_increased_perm_2,2026-05,18,guarded_blend,order_blend_50,285.0,77.0,16
heterogeneity_gp_re_increased_perm_2,2026-05,19,guarded_blend,order_blend_50,203.0,51.0,12
heterogeneity_gp_re_increased_perm_2,2026-06,0,guarded_blend,order_blend_50,132.0,22.0,6
heterogeneity_gp_re_increased_perm_2,2026-06,1,guarded_blend,order_blend_50,118.0,18.0,10
heterogeneity_gp_re_increased_perm_2,2026-06,2,guarded_blend,order_blend_50,30.0,17.0,2
heterogeneity_gp_re_increased_perm_2,2026-06,3,guarded_blend,order_blend_50,71.0,47.0,8
heterogeneity_gp_re_increased_perm_2,2026-06,4,guarded_blend,order_blend_50,113.0,-11.0,11
heterogeneity_gp_re_increased_perm_2,2026-06,5,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,6,guarded_blend,order_blend_50,35.0,6.0,2
heterogeneity_gp_re_increased_perm_2,2026-06,7,guarded_blend,order_blend_50,48.0,11.0,4
heterogeneity_gp_re_increased_perm_2,2026-06,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,9,guarded_blend,order_blend_50,-1.0,-1.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,10,guarded_blend,order_blend_50,120.0,-16.0,10
heterogeneity_gp_re_increased_perm_2,2026-06,11,guarded_blend,order_blend_50,24.0,-13.0,2
heterogeneity_gp_re_increased_perm_2,2026-06,12,guarded_blend,order_blend_50,1.0,1.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,13,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,14,guarded_blend,order_blend_50,24.0,-3.0,2
heterogeneity_gp_re_increased_perm_2,2026-06,15,guarded_blend,order_blend_50,116.0,48.0,4
heterogeneity_gp_re_increased_perm_2,2026-06,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,17,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,18,guarded_blend,order_blend_50,3.0,4.0,0
heterogeneity_gp_re_increased_perm_2,2026-06,19,guarded_blend,order_blend_50,27.0,0.0,2
heterogeneity_gp_re_increased_perm_3,2025-06,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-06,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-07,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-08,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-09,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-10,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2025-11,0,guarded_blend,fixed_pair,0.0,0.0,0
